gene	avg_var
WASH7P	1.93534548254762
MTND1P23	6.99404104586746
MTND2P28	2.89236535796602
MTATP6P1	3.21601502781732
LINC00115	1.57732710338812
SAMD11	1.15889616526548
NOC2L	0.510161913586846
KLHL17	1.05400049776314
PLEKHN1	2.37099302950046
HES4	5.98631343726017
ISG15	7.27740967451731
AGRN	6.2464553218685
C1orf159	1.30911100916977
TNFRSF4	6.08253585054104
SDF4	0.898716564457515
B3GALT6	2.48247934497918
FAM132A	2.88408875719979
UBE2J2	0.694116058842536
SCNN1D	1.29298015217321
PUSL1	1.71150067306456
ACAP3	5.20598595859496
CPSF3L	0.474799020610552
TAS1R3	0.227695799144724
DVL1	2.61953516626585
MXRA8	6.01308631985045
AURKAIP1	1.73795323766704
CCNL2	0.45521422737328
MRPL20	1.74034967464377
ANKRD65	0.206330447089184
VWA1	4.84674347202293
ATAD3C	0.065804740749082
ATAD3B	0.619417063024433
ATAD3A	0.665400488813805
TMEM240	1.22931834460328
SSU72	0.991187230771169
MIB2	0.400255367086733
CDK11B	2.65146712211748
SLC35E2B	1.4571889850684
CDK11A	0.856650148061691
SLC35E2	7.89373599894968
NADK	2.75050119745279
GNB1	1.3862343456051
TMEM52	0.226682835975893
GABRD	2.93001084216679
PRKCZ	3.84782151734913
SKI	1.98242836095707
MORN1	2.16959261117557
RER1	1.10999206587009
PEX10	3.02009022888116
PLCH2	2.86301550328037
PANK4	2.57143690886419
HES5	11.2356577639342
TNFRSF14	6.37932574617278
FAM213B	2.89023647531736
MMEL1	0.660622976477934
TTC34	1.87091748949334
LINC00982	6.04223300104977
PRDM16	6.36481837286458
MEGF6	5.84996304195593
TPRG1L	2.0373583396728
TP73	2.38882113820167
WRAP73	3.29023940765073
CCDC27	0.831838589948054
TP73-AS1	4.67278829780623
SMIM1	3.7041106164848
RN7SL574P	4.45909085954607
LRRC47	0.772195631957976
CEP104	0.75789361567714
DFFB	0.41236529553185
C1orf174	1.22195072023991
AJAP1	7.41223024103495
KCNAB2	2.1997258288952
NPHP4	2.24363124405838
CHD5	5.49373703497869
RNF207	3.95278813299993
RPL22	0.507191324175835
ICMT	4.47108377025217
GPR153	2.74602527418698
ACOT7	0.585269453979027
TNFRSF25	2.1851283521475
PLEKHG5	2.78840547495133
NOL9	4.38577575461698
ZBTB48	1.90488912223811
PHF13	3.19220599069502
KLHL21	1.82529869944431
THAP3	0.38379009717988
DNAJC11	0.192543776123478
CAMTA1	1.12643787661052
CAMTA1-IT1	4.28947272882407
VAMP3	1.11322265379527
PER3	1.0655852142368
TNFRSF9	0.234380714039537
PARK7	1.56554836707642
ERRFI1	2.94330976749631
SLC45A1	1.66807912659856
SNORA77	2.64187436334767
RERE	1.22552564029408
ENO1-AS1	2.78453564695997
ENO1	1.14764827515409
SLC2A5	1.44494991363311
GPR157	1.0300105566112
H6PD	3.35528612015825
SPSB1	3.79473473023945
SLC25A33	1.50908132838235
TMEM201	1.65731949474529
PIK3CD	4.57622062577524
CLSTN1	0.842425227524941
CTNNBIP1	0.579228140153213
LZIC	4.83065173549899
NMNAT1	2.28562926193314
UBE4B	0.968442168124041
KIF1B	1.03719210977829
MIR1273D	2.85085823850843
RNU6-37P	5.31121076531623
PGD	1.40477662236384
APITD1-CORT	1.29655661330251
CORT	2.87306180096172
PEX14	2.44365954903338
DFFA	0.652603687422032
CASZ1	0.313892994458872
TARDBP	0.441730406122548
MASP2	1.38847402736629
SRM	0.370649551831267
EXOSC10	0.454798575284093
MTOR	1.29254874651485
UBIAD1	0.267620602626491
FBXO44	4.11516909455964
FBXO2	0.387859891993022
FBXO6	2.7644285874197
MAD2L2	1.15674271216262
DRAXIN	7.89818880820548
AGTRAP	3.93565373524552
C1orf167	1.84758268009201
CLCN6	1.50839434833228
MTHFR	0.690694925812463
NPPA	3.23588765568169
RNU5E-1	0.329892938483783
KIAA2013	1.55309478195791
PLOD1	3.75975474694319
MFN2	1.37230433078962
MIIP	0.334768957672385
TNFRSF1B	10.9273732148527
VPS13D	6.01463414958189
DHRS3	3.50617741563108
PDPN	9.66812603894298
PRDM2	0.647411579040136
KAZN	5.21016712291128
TMEM51	4.11555402734782
TMEM51-AS1	0.479041726319343
FHAD1	1.1432724569813
EFHD2	3.11945409943886
CASP9	1.58952933778697
DNAJC16	2.23611716040474
SCARNA21	4.20924022753354
AGMAT	0.839357357968598
CHCHD2P6	9.15199872694153
DDI2	0.938807697040602
PLEKHM2	1.49041968784728
SLC25A34	0.649480880917016
FBLIM1	4.7221546162982
SPEN	0.855246358310011
ZBTB17	1.14802041072575
C1orf64	6.78912402788053
FAM131C	0.679640788316853
EPHA2	2.71130819508678
ARHGEF19	1.7906855342835
RSG1	0.455108484809975
MT1XP1	3.15240413162431
FBXO42	0.799094362440912
SZRD1	5.52203240450997
SPATA21	2.44692272165718
NECAP2	2.2434948583266
CROCCP3	4.08563742308951
NBPF1	0.93146882184638
MST1P2	0.265010269979041
CROCCP2	3.51861349358988
